,type,fact_check_url,news_url,title,newstitle,content,abstract,publish_date,meta_keywords
1034,article,webmd.com,https://www.webmd.com/lung/news/20200319/record-high-flu-hospitalization-rates-for-young-kids-young-adults,"Record High Flu Hospitalization Rates for Young Kids, Young Adults","""Record High Flu Hospitalization Rates for Young Kids, Young Adults""",what your doctor is reading on medscape.com march 19 2020 -- covid-19 may be the dominant public health concern at present but the flu is still a dire threat. influenza related hospitalization rates are the highest on record for children younger than 5 years and adults aged 18 to 49 years according to the latest report from the centers for disease control and prevention cdc. these rates exceed even those seen during the 2009 h1n1 pandemic. hospitalization rates for children aged 5 to 17. ,in the midst of the covid-19 pandemic influenza related hospitalization rates are the highest on record for children younger than 5 years and adults aged 18 to 49 years the cdc reports .. ,,"""influenza, flu,children, child, childhood, pediatrics, kids,healthcare technology, health care technology,medical records, records,young adult,hospitals,inpatient care,influenza vaccine, flu vaccine, influenza vaccination, flu vaccination,Coronavirus, 2019 Novel Coronavirus, 2019-nCoV, Wuhan coronavirus, Human coronavirus HKU1, Human coronavirus OC43, HCoV-OC43, Human coronavirus 229E, HCoV-229E"""
1035,article,webmd.com,https://www.webmd.com/lung/news/20200319/covid-19-acc-advises-cautions-on-use-of-troponin-natriuretic-peptide-tests,"COVID-19: ACC Cautions on Troponin, Natriuretic Peptide Tests","""COVID-19: ACC Cautions on Troponin, Natriuretic Peptide Tests""",what your doctor is reading on medscape.com march 19 2020 -- two widely assayed cardiac biomarkers are often elevated in patients with coronavirus infection covid-19 for reasons that are still poorly understood but tests for them should n't be ordered except for standard clinical reasons. that means assays for troponins and natriuretic peptides should be obtained only for such patients who have clinical signs of acute myocardial infarction mi or heart failure respectively. those are t. ,order these tests in covid-19 only for clinical signs of mi or heart failure the society advises. excessive downstream testing from random biomarker assays is to be avoided said an expert. ,,"""heart failure,myocardial infarction,troponin,b-type natriuretic peptide, bnt,heart,professional societies,cardiovascular disease, cvd (cardiovascular disease),biomarker, biological marker,pandemic,infection control,Coronavirus, 2019 Novel Coronavirus, 2019-nCoV, Wuhan coronavirus, Human coronavirus HKU1, Human coronavirus OC43, HCoV-OC43, Human coronavirus 229E, HCoV-229E"""
1036,article,webmd.com,https://www.webmd.com/lung/news/20200319/id-specialist-diagnosed-with-covid-19-in-ironic-twist,ID Specialist Diagnosed With COVID-19 in 'Ironic Twist',"""ID Specialist Diagnosed With COVID-19 in 'Ironic Twist'""",what your doctor is reading on medscape.com march 19 2020 boston -- an infectious disease doctor who traveled to boston to help coordinate the conference on retroviruses and opportunistic infections croi 2020 which went virtual to help minimize the spread of covid-19 is in home isolation after being diagnosed with the virus. it 's an ironic twist michael saag md from the university of alabama at birmingham tweeted on tuesday night. before his diagnosis he was already in self quar. ,the conference on retroviruses and opportunistic infections went virtual last week to prevent the spread of coronavirus but one of the organizers was diagnosed with it after the move .. ,,"""Coronavirus, 2019 Novel Coronavirus, 2019-nCoV, Wuhan coronavirus, Human coronavirus HKU1, Human coronavirus OC43, HCoV-OC43, Human coronavirus 229E, HCoV-229E ,opportunistic infection,isolation, quarantine,pandemic"""
1037,article,webmd.com,https://www.webmd.com/lung/news/20200319/covid-19-daily-id-doc-tests-positive-young-adults-hit-hard,"COVID-19 Daily: ID Doc Tests Positive, Young Adults Hit Hard","""COVID-19 Daily: ID Doc Tests Positive, Young Adults Hit Hard""",what your doctor is reading on medscape.com march 19 2020 -- here are the latest coronavirus stories medscape 's editors around the globe think you need to know about today in an ironic twist an infectious disease physician who traveled to boston to help coordinate the turned virtual conference on retroviruses and opportunistic infections croi 2020 is now in home isolation after being diagnosed with covid-19. new data from the cdc suggest that adults of all ages can suffer severe covid. ,these are the coronavirus stories you need to know about today .. ,,"""pandemic,epidemic,outbreak,infection control,infection in the immunocompromised host,disease management,disease recurrence,Coronavirus, 2019 Novel Coronavirus, 2019-nCoV, Wuhan coronavirus, Human coronavirus HKU1, Human coronavirus OC43, HCoV-OC43, Human coronavirus 229E, HCoV-229E"""
1038,article,webmd.com,https://www.webmd.com/lung/news/20200319/larger-than-life-physician-stephen-schwartz-dies-of-covid-19-at-78,'Larger Than Life' Physician Stephen Schwartz Dies of COVID-19,"""'Larger Than Life' Physician Stephen Schwartz Dies of COVID-19""",what your doctor is reading on medscape.com march 19 2020 -- stephen m. schwartz md phd a pioneer in the field of vascular biology and a longtime professor of pathology at the university of washington uw school of medicine seattle died march 17 after being hospitalized with covid-19. he was 78. this has become all too real uw president ana mari cauce said on facebook where she described schwartz as larger than life and superimposed a photo of him in front of mount rainier acco. ,dr schwartz was a pioneer in the field of vascular biology and a longtime professor of pathology at the university of washington school of medicine in seattle .. ,,"""infection control,outbreak,pandemic,epidemic,Coronavirus, 2019 Novel Coronavirus, 2019-nCoV, Wuhan coronavirus, Human coronavirus HKU1, Human coronavirus OC43, HCoV-OC43, Human coronavirus 229E, HCoV-229E"""
1039,article,webmd.com,https://www.webmd.com/lung/news/20200319/20-percent-of-us-covid-19-deaths-were-young-adults,20% of US COVID-19 Deaths Were Young Adults,"""20% of US COVID-19 Deaths Were Young Adults""","what your doctor is reading on medscape.com editor 's note an earlier version of this story misstated the age range for covid-19 deaths. the headline of this story was corrected to read 20 of covid-19 deaths were aged 20 64 years and the text was adjusted to reflect the correct age range. march 20 2020 -- a review of more than 4,000 u.s. patients who were diagnosed with novel coronavirus infection covid-19 shows that an unexpected 20 of deaths occurred among adults aged 20 64 years an. ",the expectation has been that older adults are most vulnerable to covid-19 but a study from the cdc analyzing cases from february 12 to march 16 showed that 20 of deaths were persons aged 20 44 .. ,,"""young adult,infection control,infection in the immunocompromised host,disease recurrence,disease management,pandemic,epidemic,outbreak,viral illness,Coronavirus, 2019 Novel Coronavirus, 2019-nCoV, Wuhan coronavirus, Human coronavirus HKU1, Human coronavirus OC43, HCoV-OC43, Human coronavirus 229E, HCoV-229E"""
1040,article,webmd.com,https://www.webmd.com/lung/news/20200319/about-half-of-covid-cases-show-digestive-signs,About Half of COVID-19 Cases Show Digestive Signs,"""About Half of COVID-19 Cases Show Digestive Signs""",thursday march 19 2020 healthday news -- diarrhea and other digestive symptoms are the main complaint in nearly half of coronavirus patients chinese researchers report. most patients with the coronavirus have respiratory symptoms but these findings from the early stages of the outbreak show that digestive problems are prevalent in many patients with covid-19. clinicians must bear in mind that digestive symptoms such as diarrhea may be a presenting feature of covid-19 and that the ind. ,the researchers analyzed data from 204 covid-19 patients average age nearly 55 who were admitted to three hospitals in the hubei province between jan. 18 and feb. 28 2020. the average time from symptom onset to hospital admission was 8.1 days. ,,"""COVID-19, coronavirus, digestive problems, gut health, symptoms, respiratory"""
1041,article,webmd.com,https://www.webmd.com/lung/news/20200319/new-china-report-sets-covid-19-death-rate-at-1437,New China Report Sets COVID-19 Death Rate at 1.4%,"""New China Report Sets COVID-19 Death Rate at 1.4%""",thursday march 19 2020 healthday news -- a new study on the evolving coronavirus crisis brings good news a death rate that 's much lower than prior estimates. the report out of china now sets the overall death rate in symptomatic cases from covid-19 disease at 1.4 -- much lower than the 3.4 death rate supplied earlier in the pandemic by the world health organization who. that puts the covid-19 death rate significantly below that of the 1918 spanish flu pandemic the report 's authors sa. ,the report out of china now sets the overall death rate in symptomatic cases from covid-19 disease at 1.4 -- much lower than the 3.4 death rate supplied earlier in the pandemic by the world health organization who .. ,,"""COVID-19, coronavirus, china, international, death rate, virus"""
1042,article,webmd.com,https://www.webmd.com/lung/news/20200319/coronavirus-drives-island-city-to-shelter-in-place,Coronavirus Drives Island City to Shelter in Place,"""Coronavirus Drives Island City to Shelter in Place""",march 19 2020 -- for almost 5 decades funeral director harry greer 74 has ushered families through loss and grief in the san francisco bay area town of alameda ca. but the coronavirus pandemic has roiled his business. recently two families postponed funerals until may. then this week a third family canceled at the last minute the funeral only days away. the reason. on monday march 16 alamedans received a startling notice on their cellphones. in a bid to slow the spread of the new coro. ,local public health departments in seven bay area counties including san francisco and alameda ordered 7 million residents to stay in their homes until april 7 leaving only for essential outings such as buying groceries or getting prescriptions or medical care .. ,,"""coronavirus, covid-19, san francisco, california, shelter in place, quarantine"""
1043,article,webmd.com,https://www.webmd.com/lung/news/20200319/two-members-of-congress-diagnosed-with-coronavirus,Two Members of Congress Diagnosed With Coronavirus,"""Two Members of Congress Diagnosed With Coronavirus""",march 19 2020 -- representatives mario diaz balart r florida and ben mcadams d utah each announced wednesday they have tested positive for covid-19. they re the first members of congress to receive an official diagnosis. diaz balart 58 had been self quarantined in washington d.c. since voting friday march 13 his office said in a news release. the next day he had a fever and a headache. on wednesday he was told of the positive test result. he remains isolated in washington. i want. ,representatives mario diaz balart r florida and ben mcadams d utah each announced wednesday they have tested positive for covid-19. they re the first members of congress to receive an official diagnosis. ,,"""Congress, Mario Diaz-Balart,  Ben McAdams D-Utah,  COVID-19, coronavirus, infection, government"""
1044,article,webmd.com,https://www.webmd.com/lung/news/20200319/stores-offer-special-hours-for-seniors,Stores Offer Special Hours for Seniors,"""Stores Offer Special Hours for Seniors""",march 19 2020 -- supermarkets discount stores and big box retailers across the country are adjusting their hours and approach in response to the covid-19 pandemic. many have begun to offer dedicated shopping hours to seniors and those with health conditions that make them particularly vulnerable. large national chains including wal mart and target have set aside 1 hour each week. dollar general and whole foods are dedicating the first hour of every shopping day. several large regional chain. ,supermarkets discount stores and big box retailers across the country are adjusting their hours and approach in response to the covid-19 pandemic by offering dedicated shopping hours to seniors and those with health conditions that make them particularly vulnerable .. ,,"""COVID19, coronavirus, grocery store, big box store, shortage, senior, at risk, infection, underlying condition"""
1045,article,webmd.com,https://www.webmd.com/lung/news/20200319/coronavirus_striking_plenty_of_young_people_too,"Coronavirus Striking Plenty of Young People, Too","""Coronavirus Striking Plenty of Young People, Too""","march 19 2020 -- while seniors are at greatest risk for serious illness from the coronavirus nearly 1 in 4 hospitalized patients in the united states are young and middle aged adults the centers for disease control and prevention says. the study of nearly 2,500 cases in the u.s. found that -- as in other countries -- people in their 70s 80s and 90s have the highest risk of serious illness and death the new york times reported. but the cdc researchers also found that of the 508 known hospi. ",the study also found that 20 of hospitalized patients and 12 of intensive care patients were between ages 20 and 44 .. ,,"""millennials, young adults, coronavirus, covid-19"""
1046,article,webmd.com,https://www.webmd.com/lung/news/20200319/healthy-living-at-home-to-ward-off-coronavirus,Healthy Living at Home to Ward Off Coronavirus,"""Healthy Living at Home to Ward Off Coronavirus""",wednesday march 18 2020 healthday news -- even if you 're stuck at home waiting for the coronavirus all clear you can still keep a healthy lifestyle. prevention is key in limiting the spread of coronavirus and with more people working remotely or limiting their exposure to crowds it 's important to maintain healthy habits at home said dr. eduardo sanchez chief medical officer for prevention at the american heart association aha. wash your hands often and stay home when you feel sic. ,while the overall risk of getting seriously ill from the new coronavirus right now may be low the aha said that people with heart disease and people who survived a stroke are among those who need to be extra cautious. they have a higher risk of complications from the coronavirus. ,,"""COVID-19, coronavirus, self isolation, stroke, heart disease"""
1047,article,webmd.com,https://www.webmd.com/lung/news/20200319/what-to-know-about-coronavirus-if-you-have-asthma,What to Know About Coronavirus If You Have Asthma,"""What to Know About Coronavirus If You Have Asthma""",thursday march 19 2020 healthday news -- if you have asthma you are among those at greatest risk in the coronavirus pandemic and must take precautions the american college of allergy asthma and immunology acaai says. it 's important to keep your asthma well controlled so continue your medications. no asthma medications -- including inhaled corticosteroids and biologics -- have been shown to increase the risk of getting covid-19 according to the acaai. and the group added if you do. ,it 's important to keep your asthma well controlled so continue your medications. no asthma medications -- including inhaled corticosteroids and biologics -- have been shown to increase the risk of getting covid-19 according to the acaai. ,,"""asthma, coronavirus, COVID-19, asthma treatments"""
1048,article,webmd.com,https://www.webmd.com/lung/news/20200319/trump-signs-relief-package-into-law,Trump Signs Relief Package Into Law,"""Trump Signs Relief Package Into Law""","thursday march 19 2020 healthday news -- president donald trump signed an 850 billion coronavirus relief package into law late wednesday as the number of u.s. cases climbed to 9,000. the package will provide sick leave unemployment benefits and free coronavirus testing. even as the legislation became law the drafting of 1 trillion economic stabilization package is also already underway. that package would send 500 billion in direct payments to taxpayers and provide loans to businesse. ",the package will provide sick leave unemployment benefits and free coronavirus testing .. ,,"""health, healthcare, coronavirus, COVID-19"""
1049,article,webmd.com,https://www.webmd.com/lung/news/20200318/coronavirus-nsaids-experts,Coronavirus and NSAIDs: What Experts Say,"""Coronavirus and NSAIDs: What Experts Say""",march 17 2020 -- a warning from french health officials suggests that grave adverse events have been reported with the use of nonsteroidal anti inflammatory drugs nsaids such as ibuprofen in people with covid-19 and they recommend treatment instead with acetaminophen. but many doctors particularly outside of france reacted on social networks saying there is nt enough evidence for such a recommendation. the spanish ministry of health stated on sunday that there is no evidence that ibupr. ,medscape reports on what experts say about covid-19 and nsaids .. ,,"""coronavirus and ibuprofen, COVID-19 and ibuprofen, coronavirus and NSAIDs, COVID-19 and NSAIDs"""
1050,article,webmd.com,https://www.webmd.com/lung/news/20200318/coronavirus-ravages-new-orleans-retirement-home,Coronavirus Ravages New Orleans Retirement Home,"""Coronavirus Ravages New Orleans Retirement Home""",march 18 2020 -- twelve residents of a new orleans retirement home have the coronavirus and one has died. the 84-year old male resident of the lambeth house retirement home was the third person in louisiana to die from the new coronavirus the associated press reported. the coronavirus is spreading much faster in new orleans than in other u.s. cities according to dr. jennifer avegno head of the city health department. this is a rapidly changing situation she said the ap reported. ther. ,the coronavirus is spreading much faster in new orleans than in other u.s. cities according to dr. jennifer avegno head of the city health department. ,,"""coronavirus, covid-19, symptoms, children, children's health, testing, new orleans, seniors, retirement home"""
1051,article,webmd.com,https://www.webmd.com/lung/news/20200318/medicare-expands-telemedicine-during-pandemic,Medicare Expands Telemedicine During Pandemic,"""Medicare Expands Telemedicine During Pandemic""",march 18 2020 -- medicare is expanding coverage for telemedicine nationwide so that millions of american seniors can get health care at home and avoid the coronavirus officials said tuesday. seniors and people with underlying health problems such as lung conditions diabetes or heart problems have a greater risk of serious illness from the coronavirus the associated press reported. providers will be allowed to use everyday technologies to talk to telehealth patients more telehealth servic. ,the expansion of telemedicine coverage. ,,"""coronavirus, covid-19, symptoms, children, children's health, testing, telemedicine, medicare, seniors health"""
1052,article,webmd.com,https://www.webmd.com/lung/news/20200320/small-italian-study-shows-fatalities-linked-to-other-conditions,Small Study Analyzes Italy Coronavirus Deaths,"""Small Study Analyzes Italy Coronavirus Deaths""","march 20 2020 covid-19 the disease caused by the new coronavirus continues to spread rapidly throughout the world. here is the latest headline. a new study from the italian national health authority reports that more than 99 of those who have died from the coronavirus there had other medical problems. however the study only looked at the backgrounds of 18 of the nearly 3,000 people who have died which means of the estimated 536 cases investigated 531 had a pre existing condition. ita. ",a new study from the italian national health authority reports that more than 99 of those who have died from the coronavirus there had other medical problems .. ,,"""covid-19, coronavirus, infection, virus, italy, study, contagious"""
1053,article,webmd.com,https://www.webmd.com/lung/news/20200320/italy-now-leads-the-world-in-coronavirus-deaths,Coronavirus News: Italy Now Leads The World In Coronavirus Deaths,"""Coronavirus News: Italy Now Leads The World In Coronavirus Deaths""","march 20 2020 covid-19 the disease caused by the new coronavirus continues to spread rapidly throughout the world. here is the latest headline. italy now has more deaths from the new coronavirus than any other country. on thursday italian officials announced that 475 citizens there have died from the virus in just one day raising the total number of deaths to 3,405. that surpasses the 3,250 deaths reported in china. in all italy now has 41,035 total cases second only to china 's 81,23. ","coronavirus news -- in all italy now has 41,035 total cases second only to china 's 81,238. get the latest news on what 's going on with the novel coronavirus here. ",,"""coronavirus news, coronavirus news updates, corona virus news, corona virus news updates, coronavirus update, latest update 2019-ncov, coronavirus 2020 outbreak latest updates, corona virus updates, coronovirus update, corona virus update, webmd coronavirus update, what is going on with the coronavirus"""
1054,article,webmd.com,https://www.webmd.com/lung/news/20200320/california-under-limited-lockdown-statewide,States Tighten Restrictions as Coronavirus Rages,"""States Tighten Restrictions as Coronavirus Rages""",march 20 200 -- california was first but now the entire state of illinois will be on a shelter in place order beginning monday. gov. j.b. pritzker 's order expected to be finalized friday afternoon will require all illinois residents to remain at home except to go the grocery story get case take walks and go to the drug store. there are at least 400 cases of coronavirus and four deaths in illinois. pritzker 's actions follow those of california gov. gavin newsom who issued a statewide s. ,california governor gavin newsom issued a statewide stay at home order effective at midnight march 19 that will remain in place until further notice .. ,,"""california, coronavirus, pandemic, infection, virus, covid-19"""
1055,article,webmd.com,https://www.webmd.com/lung/news/20200320/covid-19-kindness-caremongering-is-trending,COVID-19 and Kindness is Trending,"""COVID-19 and Kindness is Trending""",march 20 2020 -- pandemics such as the new coronavirus outbreak can breed anxiety and fear as shown by hoarding shoppers with overflowing carts and long lines of tense people outside gun and ammo shops. but they can also fuel kindness with neighbors helping neighbors and complete strangers lending a hand to those in need. when jeff kaplan 58 began working from home in mid march instead of going to the office for his software sales job he decided he needed to repurpose his commute time t. ,coronavirus news -- across the country neighbors are banding together to help those in need. strangers are helping strangers. coronavirus is bringing humanity back to the fore. ,,"""coronavirus news, coronavirus news updates, corona virus news, corona virus news updates, coronavirus, corona virus, coronavirus update, latest update 2019-ncov, coronavirus 2020 outbreak latest updates, corona virus updates, coronovirus update, corona virus update, webmd coronavirus update, corona viruses, wuhan cornavirus, what is going on with the coronavirus"""
1056,article,webmd.com,https://www.webmd.com/lung/news/20200320/coronavirus-daily-digest-april-13-2020,"Coronavirus Daily Digest: April 13, 2020","""Coronavirus Daily Digest: April 13, 2020""","about one third of the worlds new cases and deaths since friday happened here at home. coronavirus complicated the response to deadly tornadoes in the south yesterday. and new threats are emerging to the food supply chain. heres what happened this weekend in the u.s. and elsewhere the weekend brought another 260,000 confirmed cases and 18,000 deaths worldwide bringing the total to more than 1,860,000 cases and 115,000 deaths. almost 100,000 of the new cases were in the u.s. where we n. ",a roundup of the latest news about covid-19. ,,"""A roundup of the latest news about COVID-19"""
1057,article,webmd.com,https://www.webmd.com/lung/news/20200320/coronavirus-daily-digest-april-14-2020,"Coronavirus Daily Digest: April 14, 2020","""Coronavirus Daily Digest: April 14, 2020""","a tracker lets you see how your nearest metro area is faring doctors are bucking medical protocol to treat the virus and russia may be facing a major outbreak. get the latest on what s happening in the u.s. and around the world the world is closing in on 2 million confirmed cases with more than 120,000 deaths and 465,000 recoveries. the u.s. has more than 580,000 cases and almost 24,000 deaths with 44,000 recoveries. the new york metropolitan area remains the epicenter of the outbreak i. ",a roundup of the latest news about covid-19. ,,"""A roundup of the latest news about COVID-19"""
1058,article,webmd.com,https://www.webmd.com/lung/news/20200320/coronavirus-daily-digest-april-15-2020,"Coronavirus Daily Digest: April 15, 2020","""Coronavirus Daily Digest: April 15, 2020""","governors the cdc and fema are all making plans to re open the country safely. we may need to practice social distancing until 2022. and some lucky people describe what its like to recover from covid-19. heres what s happening in the u.s. and around the world this morning today well pass 2 million confirmed cases worldwide. so far there have been 128,000 deaths and more than half a million recoveries. in the u.s. we ve had 610,000 confirmed cases and 26,000 deaths with 50,000 recoverie. ",a roundup of the latest news about covid-19. ,,"""A roundup of the latest news about COVID-19"""
1059,article,webmd.com,https://www.webmd.com/lung/news/20200320/coronavirus-daily-digest-april-16-2020,"Coronavirus Daily Digest: April 16, 2020","""Coronavirus Daily Digest: April 16, 2020""","how different states count their covid-19 casualties. how coronavirus emptied out one college town. and how four countries seem to have kept the virus in check. heres the latest on the virus in the u.s. and worldwide as of this morning the world has close to 2.1 million confirmed cases and 138,000 deaths. more than 520,000 have recovered. here at home we ve had 640,000 confirmed cases 31,000 deaths and 53,000 recovered. if someone dies with coronavirus does that mean they died of coro. ",a roundup of the latest news about covid-19. ,,"""A roundup of the latest news about COVID-19"""
1060,article,webmd.com,https://www.webmd.com/lung/news/20200320/coronavirus-daily-digest-march-30-2020,"Coronavirus Daily Digest: March 30, 2020","""Coronavirus Daily Digest: March 30, 2020""","nationwide social distancing is extended through april 30 new orleans emerges as a new hotspot and both wuhan and seattle show signs of improvement. heres what happened over the weekend and so far today as of this morning 732,000 cases of covid-19 have been confirmed worldwide with nearly 35,000 deaths. almost 11,000 of those victims are from italy alone. the u.s. has 143,000 confirmed cases the most of any country in the world with more than 2,500 deaths. after dr. anthony fauci sai. ",a roundup of the latest news about covid-19. ,,"""A roundup of the latest news about COVID-19"""
1061,article,webmd.com,https://www.webmd.com/lung/news/20200320/coronavirus-daily-digest-april-10-2020,"Coronavirus Daily Digest: April 10, 2020","""Coronavirus Daily Digest: April 10, 2020""","when might the u.s. start to reopen. see what happens when essential workers get sick. in south korea people thought cured are testing positive again. heres the latest on coronavirus at home and around the world as of this morning more than 1.6 million cases have been confirmed worldwide with 97,000 deaths and 361,000 recoveries. here at home we ve had 466,000 confirmed cases and almost 17,000 deaths with nearly 27,000 recoveries. more than 5,100 of those deaths have been in new york ci. ",a roundup of the latest news about covid-19. ,,"""A roundup of the latest news about COVID-19"""
1062,article,webmd.com,https://www.webmd.com/lung/news/20200320/coronavirus-daily-digest-april-03-2020,"Coronavirus Daily Digest: April 3, 2020","""Coronavirus Daily Digest: April 3, 2020""","almost a quarter of a million cases have been confirmed in the u.s. funeral homes are being overwhelmed too and africa braces for potential devastation. we ve got the latest on covid-19 here and worldwide yesterday the global number of confirmed cases passed the one million mark. this morning it stands at 1,027,000 with 54,000 deaths and 217,000 recovered. in the u.s. more than 245,000 cases have been confirmed with 6,000 deaths. more than a quarter of those deaths have been in new york. ",a roundup of the latest news about covid-19. ,,"""A roundup of the latest news about COVID-19"""
1063,article,webmd.com,https://www.webmd.com/lung/news/20200320/coronavirus-daily-digest-april-08-2020,"Coronavirus Daily Digest: April 8, 2020","""Coronavirus Daily Digest: April 8, 2020""","heres the latest news on covid-19 in the u.s. and around the world worldwide more than 1,440,000 cases have been confirmed with 83,000 deaths and 308,000 recoveries. in the u.s. we ve nearly hit 400,000 cases with almost 13,000 dead and almost 23,000 recovered. yesterday the u.s. had the largest single day death toll of any country in the world. hopes for a plateau in new york may have been premature. the state saw the most deaths in one day yet from monday to tuesday with 731 lost. n. ",a roundup of the latest news about covid-19. ,,"""A roundup of the latest news about COVID-19"""
1064,article,webmd.com,https://www.webmd.com/lung/news/20200320/coronavirus-daily-digest-april-07-2020,"Coronavirus Daily Digest: April 7, 2020","""Coronavirus Daily Digest: April 7, 2020""","we ve had 5,000 more deaths in just five days the curve may be flattening in new york and british prime minister boris johnson is in intensive care. heres the latest news on covid-19 in the u.s. and around the world as of this morning more than 1,360,000 cases have been confirmed worldwide with over 76,000 deaths and 292,000 recoveries. in the u.s. were approaching 370,000 confirmed cases with nearly 11,000 deaths and 20,000 recoveries. the first 5,000 deaths in the u.s. happened ove. ",a roundup of the latest news about covid-19. ,,"""A roundup of the latest news about COVID-19"""
1065,article,webmd.com,https://www.webmd.com/lung/news/20200320/coronavirus-daily-digest-march-31-2020,"Coronavirus Daily Digest: March 31, 2020","""Coronavirus Daily Digest: March 31, 2020""","maybe we should all wear masks in public 261 million of us are asked to stay home and cars line up for miles at a food bank. heres the latest on the virus at home and around the world there are now more than 800,000 confirmed cases worldwide and nearly 39,000 deaths. the u.s. has almost 165,000 cases and close to 3,200 deaths. the cdc is considering whether we should all be wearing masks in public. at least 261 million people in the u.s. are now living under stay at home orders. t. ",a roundup of the latest news about covid-19. ,,"""A roundup of the latest news about COVID-19"""
1066,article,webmd.com,https://www.webmd.com/lung/news/20200320/coronavirus-daily-digest-march-23-2020,"Coronavirus Daily Digest: March 23, 2020","""Coronavirus Daily Digest: March 23, 2020""","another 100,000 cases have been confirmed 1 in 3 americans now live under stay at home orders and a new symptom has emerged. read on for the latest developments in the covid-19 pandemic in the u.s. and around the world. nearly 350,000 cases of covid-19 have been confirmed worldwide. more than 15,000 people have died and 100,000 have recovered. the surgeon general this morning predicted this week it 's going to get bad in response to so many americans not following social distancing gui. ",a roundup of the latest news about covid-19. ,,"""A roundup of the latest news about COVID-19"""
1067,article,webmd.com,https://www.webmd.com/lung/news/20200320/coronavirus-daily-digest-march-24-2020,"Coronavirus Daily Digest: March 24, 2020","""Coronavirus Daily Digest: March 24, 2020""","more than 100 u.s. deaths yesterday the reality of life inside a new york city emergency room and eerie empty streets around the world. get the latest updates on covid-19 at home and elsewhere. worldwide almost 390,000 cases have been diagnosed around 40,000 in the last 24 hours. more than 46,000 of the total cases are in the u.s. for the first time since the outbreak the u.s. reported 100 covid-19 deaths in a single day bringing the total to over 500. the world health organization. ",a roundup of the latest news about covid-19. ,,"""A roundup of the latest news about COVID-19"""
1068,article,webmd.com,https://www.webmd.com/lung/news/20200320/coronavirus-daily-digest-april-01-2020,"Coronavirus Daily Digest: April 1, 2020","""Coronavirus Daily Digest: April 1, 2020""","officials announce the virus may kill 100,000 to 240,000 people in the u.s a large number of asymptomatic cases helps it spread and the virus inspires scientists around the world to collaborate. heres the latest news on covid-19 from the u.s. and around the world almost 875,000 cases have been confirmed worldwide with more than 43,000 deaths. the u.s. has 190,000 cases and almost 4,100 deaths -- more than one quarter of those in new york city. even with nationwide mitigation efforts up. ",a roundup of the latest news about covid-19. ,,"""A roundup of the latest news about COVID-19"""
1069,article,webmd.com,https://www.webmd.com/lung/news/20200320/coronavirus-daily-digest-march-27-2020,"Coronavirus Daily Digest: March 27, 2020","""Coronavirus Daily Digest: March 27, 2020""","the u.s. has more cases than anywhere in the world british prime minister boris johnson tested positive and men are less likely to take precautions seriously. get the latest updates about the virus in the united states and around the world there are now more than 540,000 confirmed cases worldwide roughly 50,000 more than yesterday. more than 24,000 have died up 2,000 in 24 hours. the united states now has more confirmed cases of covid-19 than any other country in the world 86,000 as o. ",a roundup of the latest news about covid-19. ,,"""A roundup of the latest news about COVID-19"""
1070,article,webmd.com,https://www.webmd.com/lung/news/20200320/coronavirus-daily-digest-april-06-2020,"Coronavirus Daily Digest: April 6, 2020","""Coronavirus Daily Digest: April 6, 2020""","were facing a difficult week ahead our pearl harbor moment our 9/11 moment even counties with only one case face an epidemic. with the pandemic raging around the world a lot happened this weekend. catch up here around the world 1,280,000 cases have been confirmed. nearly 70,000 have died but another 265,000 have recovered. in the u.s. 338,000 have been confirmed with nearly 10,000 dead -- over 3,000 of those in new york city. almost 18,000 here have recovered. because the death co. ",a roundup of the latest news about covid-19. ,,"""A roundup of the latest news about COVID-19"""
1071,article,webmd.com,https://www.webmd.com/lung/news/20200320/coronavirus-daily-digest-april-02-2020,"Coronavirus Daily Digest: April 2, 2020","""Coronavirus Daily Digest: April 2, 2020""","worldwide cases approach one million the federal stockpile has thousands of broken ventilators and new orleans death rate is seven times new yorks. heres the latest news on covid-19 at home and around the world the total number of cases worldwide approaches one million with 942,000 confirmed as of this morning. of those 47,500 have died but almost 200,000 have recovered. the u.s. has nearly twice as many cases as any other country with around 217,000 confirmed. more than 5,000 people. ",a roundup of the latest news about covid-19. ,,"""A roundup of the latest news about COVID-19"""
1072,article,webmd.com,https://www.webmd.com/lung/news/20200320/coronavirus-daily-digest-march-26-2020,"Coronavirus Daily Digest: March 26, 2020","""Coronavirus Daily Digest: March 26, 2020""","cases in the u.s. are doubling every three to four days hospitals across the country struggle to meet the anticipated need and some latin american countries are downplaying the danger. heres the latest news about the virus at home and around the world as of this morning there have been almost 490,000 confirmed cases around the world. nearly 70,000 are in the u.s. nearly 15,000 more than yesterday. the worldwide death toll has passed 22,000 with more than 1,000 deaths in the u.s. we. ",a roundup of the latest news about covid-19. ,,"""A roundup of the latest news about COVID-19"""
